Date,Municipality From Id,Municipality From Name,Count
2019-05-28,5237,Alto Malcantone,412
2019-05-28,10,Obfelden,33
2019-05-28,5120,Muralto,257
2019-05-28,142,Wädenswil,28
2019-05-28,5257,Morbio Inferiore,570
2019-05-28,3693,Nufenen,26
2019-05-28,5161,Cademario,84
2019-05-28,5178,Croglio,578
2019-05-28,1507,Hergiswil (NW),21
2019-05-28,5192,Lugano,2795
2019-05-28,3276,Wartau,39
2019-05-28,5227,Torricella-Taverne,1450
2019-05-28,5195,Maroggia,336
2019-05-28,5269,Breggia,153
2019-05-28,1703,Hünenberg,23
2019-05-28,3275,Sevelen,45
2019-05-28,3821,Lostallo,24
2019-05-28,5064,Bodio,104
2019-05-28,5160,Brusino Arsizio,173
2019-05-28,5108,Gordola,257
2019-05-28,1059,Kriens,22
2019-05-28,3638,Scharans,32
2019-05-28,5199,Mezzovico-Vira,1002
2019-05-28,5193,Magliaso,958
2019-05-28,5397,Centovalli,35
2019-05-28,5323,Lavizzara,23
2019-05-28,3951,Fläsch,25
2019-05-28,3835,San Vittore,233
2019-05-28,5076,Personico,47
2019-05-28,1362,Arth,81
2019-05-28,5091,Ascona,467
2019-05-28,5077,Pollegio,93
2019-05-28,261,Zürich,1216
2019-05-28,1040,Rothenburg,76
2019-05-28,4001,Aarau,33
2019-05-28,3983,Medel (Lucmagn),37
2019-05-28,3851,Davos,30
2019-05-28,243,Dietikon,30
2019-05-28,1201,Altdorf (UR),42
2019-05-28,1206,Erstfeld,147
2019-05-28,5017,Sant'Antonino,1134
2019-05-28,5281,Biasca,557
2019-05-28,5206,Neggio,107
2019-05-28,5049,Blenio,71
2019-05-28,5002,Bellinzona,6863
2019-05-28,5266,Stabio,2241
2019-05-28,5396,Terre di Pedemonte,55
2019-05-28,3271,Buchs (SG),204
2019-05-28,5113,Locarno,1371
2019-05-28,1402,Engelberg,44
2019-05-28,5189,Lamone,2098
2019-05-28,3254,Oberriet (SG),59
2019-05-28,5238,Monteceneri,2692
2019-05-28,141,Thalwil,30
2019-05-28,5233,Vico Morcote,170
2019-05-28,5181,Curio,225
2019-05-28,5263,Riva San Vitale,1075
2019-05-28,5213,Ponte Tresa,630
2019-05-28,1207,Flüelen,40
2019-05-28,5317,Maggia,62
2019-05-28,5149,Bedigliora,197
2019-05-28,3787,St. Moritz,27
2019-05-28,2581,Olten,48
2019-05-28,371,Biel/Bienne,44
2019-05-28,5112,Lavertezzo,115
2019-05-28,3834,Roveredo (GR),207
2019-05-28,1202,Andermatt,26
2019-05-28,1054,Ebikon,27
2019-05-28,5198,Melide,1045
2019-05-28,5249,Castel San Pietro,399
2019-05-28,1103,Sursee,25
2019-05-28,5138,Cugnasco-Gerra,113
2019-05-28,5230,Vernate,96
2019-05-28,5048,Acquarossa,77
2019-05-28,3274,Sennwald,153
2019-05-28,584,Lauterbrunnen,30
2019-05-28,3234,Diepoldsau,70
2019-05-28,5121,Orselina,30
2019-05-28,5050,Serravalle,94
2019-05-28,5097,Brissago,144
2019-05-28,1701,Baar,45
2019-05-28,5118,Minusio,389
2019-05-28,3695,Sufers,25
2019-05-28,1058,Horw,23
2019-05-28,3340,Rapperswil-Jona,25
2019-05-28,5148,Bedano,2241
2019-05-28,5207,Novaggio,108
2019-05-28,3832,Grono,93
2019-05-28,1209,Gurtnellen,291
2019-05-28,5143,Aranno,144
2019-05-28,5212,Ponte Capriasca,455
2019-05-28,230,Winterthur,77
2019-05-28,5222,Sessa,75
2019-05-28,4401,Arbon,22
2019-05-28,5202,Monteggio,586
2019-05-28,1630,Glarus Nord,35
2019-05-28,66,Opfikon,38
2019-05-28,198,Uster,37
2019-05-28,1061,Luzern,293
2019-05-28,2770,Muttenz,105
2019-05-28,5254,Mendrisio,13335
2019-05-28,1213,Schattdorf,239
2019-05-28,5216,Pura,373
2019-05-28,5197,Melano,864
2019-05-28,3953,Maienfeld,70
2019-05-28,1364,Ingenbohl,31
2019-05-28,1102,Sempach,47
2019-05-28,1208,Göschenen,110
2019-05-28,3293,Mels,39
2019-05-28,1509,Stans,26
2019-05-28,5003,Cadenazzo,922
2019-05-28,295,Horgen,41
2019-05-28,5250,Chiasso,3393
2019-05-28,5125,Ronco sopra Ascona,51
2019-05-28,6621,Genève,43
2019-05-28,5171,Caslano,2140
2019-05-28,2821,Arisdorf,36
2019-05-28,5079,Quinto,845
2019-05-28,2831,Pratteln,52
2019-05-28,1711,Zug,128
2019-05-28,3691,Hinterrhein,72
2019-05-28,2920,Thayngen,88
2019-05-28,3722,Domat/Ems,26
2019-05-28,3823,Soazza,29
2019-05-28,5154,Bissone,584
2019-05-28,5203,Morcote,297
2019-05-28,5001,Arbedo-Castione,655
2019-05-28,2701,Basel,786
2019-05-28,5186,Grancia,1212
2019-05-28,1220,Wassen,1225
2019-05-28,5208,Origlio,586
2019-05-28,1702,Cham,21
2019-05-28,154,Küsnacht (ZH),28
2019-05-28,1052,Buchrain,35
2019-05-28,5226,Capriasca,2083
2019-05-28,2939,Schaffhausen,74
2019-05-28,1372,Schwyz,27
2019-05-28,4671,Kreuzlingen,30
2019-05-28,581,Interlaken,32
2019-05-28,5115,Losone,309
2019-05-28,1216,Silenen,55
2019-05-28,351,Bern,83
2019-05-28,5010,Lumino,122
2019-05-28,3694,Splügen,31
2019-05-28,5072,Faido,219
2019-05-28,5144,Arogno,454
2019-05-28,5194,Manno,309
2019-05-28,5287,Riviera,236
2019-05-28,5187,Gravesano,923
2019-05-28,5009,Isone,55
2019-05-28,3232,Balgach,22
2019-05-28,3291,Bad Ragaz,44
2019-05-28,5268,Vacallo,788
2019-05-28,5078,Prato (Leventina),22
2019-05-28,5398,Gambarogno,748
2019-05-28,3203,St. Gallen,62
2019-05-28,3822,Mesocco,142
2019-05-28,5586,Lausanne,34
2019-05-28,5251,Coldrerio,1677
2019-05-28,5324,Avegno Gordevio,32
2019-05-28,1093,Neuenkirch,91
2019-05-28,5151,Bioggio,3407
2019-05-28,5061,Airolo,184
2019-05-28,131,Adliswil,28
2019-05-28,5236,Collina d'Oro,1040
2019-05-28,200,Wangen-Brüttisellen,25
2019-05-28,5219,Rovio,86
2019-05-28,62,Kloten,90
2019-05-28,3901,Chur,101
2019-05-28,1331,Küssnacht (SZ),32
2019-05-28,5073,Giornico,71
2019-05-28,1069,Weggis,32
2019-05-28,-1,Other,3970
2019-05-29,69,Wallisellen,46
2019-05-29,1322,Freienbach,67
2019-05-29,1501,Beckenried,49
2019-05-29,4201,Lenzburg,22
2019-05-29,1024,Emmen,56
2019-05-29,138,Richterswil,47
2019-05-29,5136,Onsernone,29
2019-05-29,5260,Novazzano,1394
2019-05-29,1031,Hochdorf,23
2019-05-29,5131,Tenero-Contra,277
2019-05-29,5141,Agno,5191
2019-05-29,5242,Balerna,1874
2019-05-29,6458,Neuchâtel,21
2019-05-29,120,Wald (ZH),40
2019-05-29,247,Schlieren,51
2019-05-29,5237,Alto Malcantone,432
2019-05-29,5120,Muralto,291
2019-05-29,142,Wädenswil,73
2019-05-29,5257,Morbio Inferiore,694
2019-05-29,5161,Cademario,80
2019-05-29,3313,Kaltbrunn,29
2019-05-29,5178,Croglio,634
2019-05-29,1063,Meggen,28
2019-05-29,153,Hombrechtikon,24
2019-05-29,5192,Lugano,3085
2019-05-29,3276,Wartau,104
2019-05-29,3236,St. Margrethen,50
2019-05-29,5227,Torricella-Taverne,1571
2019-05-29,5195,Maroggia,304
2019-05-29,6009,Simplon,49
2019-05-29,3947,Zizers,26
2019-05-29,565,Kandersteg,47
2019-05-29,5269,Breggia,179
2019-05-29,1703,Hünenberg,21
2019-05-29,3204,Wittenbach,22
2019-05-29,3442,Gaiserwald,21
2019-05-29,14,Wettswil am Albis,38
2019-05-29,1709,Unterägeri,25
2019-05-29,3275,Sevelen,115
2019-05-29,3342,Eschenbach (SG),24
2019-05-29,3821,Lostallo,90
2019-05-29,5064,Bodio,136
2019-05-29,1323,Wollerau,25
2019-05-29,3542,Albula/Alvra,21
2019-05-29,5160,Brusino Arsizio,135
2019-05-29,5108,Gordola,250
2019-05-29,1059,Kriens,44
2019-05-29,2703,Riehen,21
2019-05-29,3638,Scharans,143
2019-05-29,5199,Mezzovico-Vira,1063
2019-05-29,5193,Magliaso,1032
2019-05-29,5397,Centovalli,36
2019-05-29,3216,Rorschacherberg,35
2019-05-29,3951,Fläsch,59
2019-05-29,3835,San Vittore,487
2019-05-29,5076,Personico,123
2019-05-29,1362,Arth,223
2019-05-29,5091,Ascona,529
2019-05-29,3231,Au (SG),22
2019-05-29,5077,Pollegio,130
2019-05-29,261,Zürich,2553
2019-05-29,2829,Liestal,24
2019-05-29,4411,Egnach,39
2019-05-29,4696,Tägerwilen,28
2019-05-29,6002,Brig-Glis,46
2019-05-29,4258,Rheinfelden,38
2019-05-29,1373,Steinen,24
2019-05-29,3295,Quarten,30
2019-05-29,1040,Rothenburg,46
2019-05-29,1632,Glarus,50
2019-05-29,4001,Aarau,67
2019-05-29,121,Wetzikon (ZH),60
2019-05-29,3851,Davos,41
2019-05-29,3955,Landquart,36
2019-05-29,243,Dietikon,49
2019-05-29,1405,Lungern,50
2019-05-29,1201,Altdorf (UR),48
2019-05-29,2762,Allschwil,24
2019-05-29,1206,Erstfeld,156
2019-05-29,117,Hinwil,21
2019-05-29,5017,Sant'Antonino,2081
2019-05-29,1708,Steinhausen,34
2019-05-29,5281,Biasca,667
2019-05-29,5206,Neggio,117
2019-05-29,5049,Blenio,66
2019-05-29,2601,Solothurn,25
2019-05-29,5002,Bellinzona,8924
2019-05-29,160,Zumikon,24
2019-05-29,5266,Stabio,2279
2019-05-29,1502,Buochs,33
2019-05-29,3233,Berneck,28
2019-05-29,5396,Terre di Pedemonte,88
2019-05-29,4021,Baden,48
2019-05-29,3339,Uznach,32
2019-05-29,3271,Buchs (SG),546
2019-05-29,3297,Vilters-Wangs,69
2019-05-29,97,Rümlang,23
2019-05-29,5113,Locarno,1551
2019-05-29,4461,Amriswil,33
2019-05-29,3408,Uzwil,24
2019-05-29,1402,Engelberg,39
2019-05-29,5189,Lamone,2279
2019-05-29,3831,Cama,22
2019-05-29,3254,Oberriet (SG),114
2019-05-29,5238,Monteceneri,2985
2019-05-29,156,Meilen,45
2019-05-29,141,Thalwil,49
2019-05-29,3237,Thal,32
2019-05-29,5233,Vico Morcote,234
2019-05-29,3001,Herisau,32
2019-05-29,5181,Curio,265
2019-05-29,3407,Oberuzwil,25
2019-05-29,5263,Riva San Vitale,1186
2019-05-29,2196,Fribourg,27
2019-05-29,5213,Ponte Tresa,784
2019-05-29,1207,Flüelen,47
2019-05-29,96,Regensdorf,32
2019-05-29,5317,Maggia,53
2019-05-29,5149,Bedigliora,254
2019-05-29,2581,Olten,78
2019-05-29,2766,Birsfelden,25
2019-05-29,371,Biel/Bienne,50
2019-05-29,3215,Rorschach,24
2019-05-29,4163,Frick,25
2019-05-29,5112,Lavertezzo,98
2019-05-29,3834,Roveredo (GR),330
2019-05-29,5310,Cevio,25
2019-05-29,1202,Andermatt,41
2019-05-29,2,Affoltern am Albis,42
2019-05-29,1054,Ebikon,37
2019-05-29,6011,Zwischbergen,65
2019-05-29,5198,Melide,1267
2019-05-29,5249,Castel San Pietro,358
2019-05-29,1103,Sursee,35
2019-05-29,5138,Cugnasco-Gerra,148
2019-05-29,5230,Vernate,92
2019-05-29,5048,Acquarossa,94
2019-05-29,161,Zollikon,43
2019-05-29,1301,Einsiedeln,28
2019-05-29,3274,Sennwald,594
2019-05-29,191,Dübendorf,64
2019-05-29,3234,Diepoldsau,176
2019-05-29,1125,Dagmersellen,27
2019-05-29,5121,Orselina,24
2019-05-29,3945,Trimmis,22
2019-05-29,5050,Serravalle,131
2019-05-29,5097,Brissago,177
2019-05-29,118,Rüti (ZH),23
2019-05-29,1701,Baar,104
2019-05-29,3213,Goldach,28
2019-05-29,1707,Risch,45
2019-05-29,5118,Minusio,430
2019-05-29,3695,Sufers,25
2019-05-29,4236,Muri (AG),29
2019-05-29,1058,Horw,31
2019-05-29,3340,Rapperswil-Jona,85
2019-05-29,5148,Bedano,2381
2019-05-29,5207,Novaggio,108
2019-05-29,3832,Grono,169
2019-05-29,3619,Ilanz/Glion,26
2019-05-29,1209,Gurtnellen,809
2019-05-29,5143,Aranno,221
2019-05-29,5212,Ponte Capriasca,636
2019-05-29,3251,Altstätten,85
2019-05-29,3238,Widnau,55
2019-05-29,230,Winterthur,171
2019-05-29,5222,Sessa,85
2019-05-29,4401,Arbon,42
2019-05-29,5202,Monteggio,846
2019-05-29,3668,Thusis,70
2019-05-29,1630,Glarus Nord,138
2019-05-29,66,Opfikon,47
2019-05-29,3298,Walenstadt,22
2019-05-29,1344,Lachen,25
2019-05-29,155,Männedorf,41
2019-05-29,198,Uster,66
2019-05-29,1061,Luzern,360
2019-05-29,2770,Muttenz,136
2019-05-29,5254,Mendrisio,13062
2019-05-29,2401,Egerkingen,23
2019-05-29,1213,Schattdorf,233
2019-05-29,5216,Pura,445
2019-05-29,5197,Melano,889
2019-05-29,2931,Bargen (SH),26
2019-05-29,3953,Maienfeld,124
2019-05-29,135,Kilchberg (ZH),24
2019-05-29,1364,Ingenbohl,58
2019-05-29,3427,Wil (SG),62
2019-05-29,1208,Göschenen,299
2019-05-29,3293,Mels,96
2019-05-29,1509,Stans,33
2019-05-29,4566,Frauenfeld,66
2019-05-29,3292,Flums,36
2019-05-29,5003,Cadenazzo,1482
2019-05-29,4045,Wettingen,35
2019-05-29,3640,Sils im Domleschg,63
2019-05-29,3315,Schänis,22
2019-05-29,295,Horgen,115
2019-05-29,6266,Sion,27
2019-05-29,5250,Chiasso,3623
2019-05-29,5125,Ronco sopra Ascona,117
2019-05-29,6621,Genève,42
2019-05-29,5171,Caslano,2451
2019-05-29,2821,Arisdorf,54
2019-05-29,5079,Quinto,1647
2019-05-29,2831,Pratteln,84
2019-05-29,1711,Zug,222
2019-05-29,199,Volketswil,42
2019-05-29,3691,Hinterrhein,58
2019-05-29,3273,Grabs,25
2019-05-29,177,Pfäffikon,25
2019-05-29,2920,Thayngen,148
2019-05-29,3722,Domat/Ems,113
2019-05-29,3823,Soazza,46
2019-05-29,5154,Bissone,691
2019-05-29,5203,Morcote,348
2019-05-29,5001,Arbedo-Castione,784
2019-05-29,2701,Basel,1228
2019-05-29,5186,Grancia,1303
2019-05-29,1220,Wassen,3913
2019-05-29,5208,Origlio,667
2019-05-29,1702,Cham,47
2019-05-29,4436,Romanshorn,26
2019-05-29,154,Küsnacht (ZH),48
2019-05-29,1052,Buchrain,35
2019-05-29,4431,Roggwil (TG),25
2019-05-29,5226,Capriasca,2549
2019-05-29,2939,Schaffhausen,141
2019-05-29,1372,Schwyz,44
2019-05-29,3256,Rüthi (SG),80
2019-05-29,4671,Kreuzlingen,67
2019-05-29,250,Urdorf,27
2019-05-29,4289,Zofingen,25
2019-05-29,1321,Feusisberg,26
2019-05-29,581,Interlaken,47
2019-05-29,5115,Losone,402
2019-05-29,1216,Silenen,68
2019-05-29,4646,Ermatingen,27
2019-05-29,158,Stäfa,38
2019-05-29,351,Bern,125
2019-05-29,139,Rüschlikon,32
2019-05-29,5010,Lumino,142
2019-05-29,3694,Splügen,64
2019-05-29,5072,Faido,319
2019-05-29,5144,Arogno,549
2019-05-29,5194,Manno,225
2019-05-29,5287,Riviera,328
2019-05-29,3379,Wattwil,66
2019-05-29,5187,Gravesano,978
2019-05-29,151,Erlenbach (ZH),27
2019-05-29,5009,Isone,65
2019-05-29,3232,Balgach,22
2019-05-29,3291,Bad Ragaz,141
2019-05-29,5268,Vacallo,900
2019-05-29,3837,Calanca,21
2019-05-29,5078,Prato (Leventina),28
2019-05-29,5398,Gambarogno,852
2019-05-29,3203,St. Gallen,245
2019-05-29,3982,Disentis/Mustér,32
2019-05-29,3822,Mesocco,328
2019-05-29,5586,Lausanne,61
2019-05-29,5251,Coldrerio,1617
2019-05-29,3633,Fürstenau,57
2019-05-29,3673,Domleschg,46
2019-05-29,1346,Schübelbach,24
2019-05-29,5324,Avegno Gordevio,46
2019-05-29,1093,Neuenkirch,62
2019-05-29,6136,Martigny,23
2019-05-29,5151,Bioggio,3523
2019-05-29,5061,Airolo,201
2019-05-29,131,Adliswil,70
2019-05-29,5236,Collina d'Oro,1301
2019-05-29,5219,Rovio,95
2019-05-29,62,Kloten,103
2019-05-29,3901,Chur,350
2019-05-29,1331,Küssnacht (SZ),53
2019-05-29,5073,Giornico,92
2019-05-29,3443,Gossau (SG),49
2019-05-29,3721,Bonaduz,30
2019-05-29,3296,Sargans,82
2019-05-29,-1,Other,5171
2019-05-30,69,Wallisellen,58
2019-05-30,1322,Freienbach,82
2019-05-30,1501,Beckenried,80
2019-05-30,4201,Lenzburg,30
2019-05-30,1024,Emmen,121
2019-05-30,138,Richterswil,28
2019-05-30,4005,Erlinsbach (AG),21
2019-05-30,5136,Onsernone,21
2019-05-30,5260,Novazzano,980
2019-05-30,5131,Tenero-Contra,314
2019-05-30,5141,Agno,3528
2019-05-30,115,Gossau (ZH),26
2019-05-30,5242,Balerna,1065
2019-05-30,6458,Neuchâtel,25
2019-05-30,1401,Alpnach,52
2019-05-30,1205,Bürglen (UR),35
2019-05-30,120,Wald (ZH),28
2019-05-30,247,Schlieren,33
2019-05-30,5237,Alto Malcantone,770
2019-05-30,10,Obfelden,37
2019-05-30,5120,Muralto,389
2019-05-30,142,Wädenswil,97
2019-05-30,3338,Schmerikon,25
2019-05-30,5257,Morbio Inferiore,521
2019-05-30,3693,Nufenen,54
2019-05-30,5161,Cademario,130
2019-05-30,3313,Kaltbrunn,25
2019-05-30,5178,Croglio,588
2019-05-30,1063,Meggen,21
2019-05-30,1507,Hergiswil (NW),40
2019-05-30,5192,Lugano,3461
2019-05-30,3276,Wartau,139
2019-05-30,3236,St. Margrethen,50
2019-05-30,5227,Torricella-Taverne,1330
2019-05-30,5195,Maroggia,252
2019-05-30,6009,Simplon,70
2019-05-30,3947,Zizers,30
2019-05-30,565,Kandersteg,24
2019-05-30,1366,Morschach,37
2019-05-30,5269,Breggia,309
2019-05-30,1703,Hünenberg,33
2019-05-30,2869,Zunzgen,22
2019-05-30,52,Bassersdorf,26
2019-05-30,3442,Gaiserwald,37
2019-05-30,1709,Unterägeri,40
2019-05-30,3275,Sevelen,169
2019-05-30,3342,Eschenbach (SG),47
2019-05-30,3821,Lostallo,156
2019-05-30,5064,Bodio,113
2019-05-30,1323,Wollerau,23
2019-05-30,5160,Brusino Arsizio,228
2019-05-30,5108,Gordola,368
2019-05-30,1059,Kriens,92
2019-05-30,2571,Boningen,24
2019-05-30,2703,Riehen,21
2019-05-30,3638,Scharans,248
2019-05-30,5199,Mezzovico-Vira,345
2019-05-30,5193,Magliaso,925
2019-05-30,5397,Centovalli,69
2019-05-30,5323,Lavizzara,36
2019-05-30,4141,Reinach (AG),31
2019-05-30,3951,Fläsch,68
2019-05-30,3835,San Vittore,794
2019-05-30,5076,Personico,66
2019-05-30,1362,Arth,300
2019-05-30,5091,Ascona,735
2019-05-30,3231,Au (SG),48
2019-05-30,5077,Pollegio,122
2019-05-30,261,Zürich,2872
2019-05-30,2829,Liestal,21
2019-05-30,4411,Egnach,43
2019-05-30,6002,Brig-Glis,64
2019-05-30,4258,Rheinfelden,49
2019-05-30,1373,Steinen,31
2019-05-30,3295,Quarten,53
2019-05-30,1040,Rothenburg,50
2019-05-30,1632,Glarus,39
2019-05-30,4001,Aarau,50
2019-05-30,3983,Medel (Lucmagn),44
2019-05-30,121,Wetzikon (ZH),57
2019-05-30,5135,Vogorno,43
2019-05-30,3851,Davos,49
2019-05-30,3986,Tujetsch,29
2019-05-30,3712,Zillis-Reischen,29
2019-05-30,3955,Landquart,43
2019-05-30,1345,Reichenburg,23
2019-05-30,243,Dietikon,110
2019-05-30,1201,Altdorf (UR),98
2019-05-30,2884,Diegten,64
2019-05-30,4082,Wohlen (AG),57
2019-05-30,1206,Erstfeld,84
2019-05-30,5017,Sant'Antonino,634
2019-05-30,1708,Steinhausen,42
2019-05-30,5281,Biasca,678
2019-05-30,5206,Neggio,139
2019-05-30,5049,Blenio,189
2019-05-30,3711,Rongellen,31
2019-05-30,5002,Bellinzona,8460
2019-05-30,1217,Sisikon,36
2019-05-30,160,Zumikon,22
2019-05-30,5266,Stabio,1523
2019-05-30,1502,Buochs,57
2019-05-30,2937,Neuhausen am Rheinfall,21
2019-05-30,5396,Terre di Pedemonte,169
2019-05-30,4021,Baden,79
2019-05-30,3339,Uznach,22
2019-05-30,3271,Buchs (SG),775
2019-05-30,4280,Oftringen,24
2019-05-30,2826,Giebenach,22
2019-05-30,3297,Vilters-Wangs,76
2019-05-30,97,Rümlang,34
2019-05-30,329,Langenthal,22
2019-05-30,5113,Locarno,1306
2019-05-30,1210,Hospental,150
2019-05-30,1407,Sarnen,45
2019-05-30,4461,Amriswil,44
2019-05-30,4080,Villmergen,31
2019-05-30,3408,Uzwil,29
2019-05-30,1402,Engelberg,48
2019-05-30,3731,Felsberg,48
2019-05-30,5189,Lamone,1221
2019-05-30,1089,Knutwil,42
2019-05-30,3831,Cama,42
2019-05-30,3254,Oberriet (SG),172
2019-05-30,5238,Monteceneri,2348
2019-05-30,156,Meilen,32
2019-05-30,4048,Würenlos,52
2019-05-30,9,Mettmenstetten,24
2019-05-30,53,Bülach,33
2019-05-30,141,Thalwil,71
2019-05-30,3237,Thal,30
