VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
106,40901,9,81140901915,28011,TPL Rimessa Rugi' E,03.06.2019,06:51:04,07:05:00,14,148956.29,0,0,,
106,40901,9,81140900902,423101,Cureggia- Paese- Mast 1,03.06.2019,07:20:16,07:20:00,0,148961.73,0,,M. Porte aperte,382
106,40901,9,81140900902,423002,Cureggia- Bassa- Mast 2,03.06.2019,07:21:58,07:21:00,-1,148962.34,0.6,0.586,M. Porte aperte,24
106,40901,9,81140900902,405501,Pregassona- Piazza di Giro- Mast 1,03.06.2019,07:27:44,07:29:00,1,148965.2,2.79,2.654,M. Porte aperte,16
106,40901,9,81140900902,408602,Viganello- S. Siro- Mast 2,03.06.2019,07:41:48,07:31:00,-11,148968.26,3.12,1.5,,
106,40901,9,81140901902,408602,Viganello- S. Siro- Mast 2,03.06.2019,07:41:52,07:31:00,-11,148968.26,0,0,,
106,40901,9,81140901902,408602,Viganello- S. Siro- Mast 2,03.06.2019,07:41:52,07:38:00,-4,148968.26,0,1.5,,
106,40901,9,81140900901,408602,Viganello- S. Siro- Mast 2,03.06.2019,07:41:52,07:42:00,0,148968.26,0,0,,
106,40901,9,81140900901,423001,Cureggia- Bassa- Mast 1,03.06.2019,07:47:58,07:49:00,1,148971.63,3.32,3.169,,
106,40901,9,81140900901,423101,Cureggia- Paese- Mast 1,03.06.2019,07:49:20,07:50:00,1,148972.13,0.55,0.586,,
106,40901,9,81140900904,423101,Cureggia- Paese- Mast 1,03.06.2019,07:50:30,07:50:00,0,148972.13,0,,,
106,40901,9,81140900904,423002,Cureggia- Bassa- Mast 2,03.06.2019,07:51:50,07:51:00,-1,148972.79,0.66,0.586,M. Porte aperte,14
106,40901,9,81140900904,405501,Pregassona- Piazza di Giro- Mast 1,03.06.2019,07:58:28,07:59:00,1,148975.65,2.82,2.654,M. Porte aperte,32
106,40901,9,81140900904,408602,Viganello- S. Siro- Mast 2,03.06.2019,08:09:16,08:01:00,-8,148977.37,1.75,1.5,,
106,40901,9,81140901904,408602,Viganello- S. Siro- Mast 2,03.06.2019,08:09:24,08:01:00,-8,148977.37,0,0,,
106,40901,9,81140901904,408602,Viganello- S. Siro- Mast 2,03.06.2019,08:09:24,08:08:00,-1,148977.37,0,1.5,,
