VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
104,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:31:46,06:30:00,-2,358162.98,0,0,M. Porte aperte,12
104,40801,8,81140800801,420101,Pambio- S. Pietro Chiesa- Mast 1,01.04.2019,06:32:54,06:31:30,-1,358163.49,0.51,0.431,,
104,40801,8,81140800801,420201,Pambio- Paese- Mast 1,01.04.2019,06:34:52,06:34:30,0,358164.11,0.62,0.625,,
104,40801,8,81140800801,420301,Noranco- Asilo Bagion- Mast 1,01.04.2019,06:37:42,06:36:30,-1,358164.48,0.36,0.39,,
104,40801,8,81140800801,420401,Noranco- Paese- Mast 1,01.04.2019,06:39:24,06:37:30,-2,358165.09,0.61,0.568,,
104,40801,8,81140800801,421201,Scairolo- Posteggio Nucleo- Mast 1,01.04.2019,06:42:20,06:40:30,-2,358166.26,1.05,0.668,,
104,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:44:32,06:43:30,-1,358167.34,1.18,1.31,,
104,40801,8,81140800851,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:49:12,06:45:00,-4,358167.33,0,0,,
104,40801,8,81140800851,421001,Pazzallo- Senago Bassa- Mast 1,01.04.2019,06:50:44,06:47:00,-4,358168.04,0.71,0.754,,
104,40801,8,81140800851,420601,Pazzallo- Senago- Mast 1,01.04.2019,06:51:36,06:48:00,-4,358168.57,0.41,0.406,,
104,40801,8,81140800851,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,06:52:06,06:48:30,-4,358168.74,0.28,0.17,,
104,40801,8,81140800852,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,06:52:50,06:52:00,-1,358168.82,0,0,M. Porte aperte,12
104,40801,8,81140800852,420602,Pazzallo- Senago- Mast 2,01.04.2019,06:53:22,06:52:30,-1,358169.01,0.19,0.256,,
104,40801,8,81140800852,421002,Pazzallo- Senago Bassa- Mast 2,01.04.2019,06:53:56,06:53:30,0,358169.47,0.38,0.256,,
104,40801,8,81140800852,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:54:44,06:55:00,0,358169.75,0.35,0.517,,
104,40801,8,81140800803,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:01:58,07:00:00,-2,358169.82,0,0,M. Porte aperte,12
104,40801,8,81140800803,420101,Pambio- S. Pietro Chiesa- Mast 1,01.04.2019,07:02:54,07:01:30,-1,358170.28,0.45,0.431,,
104,40801,8,81140800803,420201,Pambio- Paese- Mast 1,01.04.2019,07:05:04,07:04:30,-1,358170.94,0.66,0.625,M. Porte aperte,12
104,40801,8,81140800803,420301,Noranco- Asilo Bagion- Mast 1,01.04.2019,07:06:10,07:06:30,0,358171.27,0.33,0.39,,
104,40801,8,81140800803,420401,Noranco- Paese- Mast 1,01.04.2019,07:08:08,07:07:30,-1,358171.9,0.62,0.568,M. Porte aperte,10
104,40801,8,81140800803,421201,Scairolo- Posteggio Nucleo- Mast 1,01.04.2019,07:10:46,07:10:30,0,358173.06,1.04,0.668,,
104,40801,8,81140800803,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:12:50,07:13:30,1,358174.13,1.18,1.31,,
104,40801,8,81140800853,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:18:00,07:15:00,-3,358174.19,0,0,M. Porte aperte,16
104,40801,8,81140800853,421001,Pazzallo- Senago Bassa- Mast 1,01.04.2019,07:20:02,07:17:00,-3,358174.86,0.66,0.754,,
104,40801,8,81140800853,420601,Pazzallo- Senago- Mast 1,01.04.2019,07:20:54,07:18:00,-3,358175.36,0.4,0.406,,
104,40801,8,81140800853,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,07:21:24,07:18:30,-3,358175.55,0.28,0.17,,
104,40801,8,81140800854,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,07:22:10,07:22:00,0,358175.62,0,0,M. Porte aperte,12
104,40801,8,81140800854,420602,Pazzallo- Senago- Mast 2,01.04.2019,07:22:42,07:22:30,0,358175.82,0.2,0.256,,
104,40801,8,81140800854,421002,Pazzallo- Senago Bassa- Mast 2,01.04.2019,07:23:16,07:23:30,0,358176.29,0.39,0.256,,
104,40801,8,81140800854,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:24:10,07:25:00,1,358176.55,0.33,0.517,,
104,40801,8,81140800805,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:32:12,07:30:00,-2,358176.63,0,0,M. Porte aperte,12
104,40801,8,81140800805,420101,Pambio- S. Pietro Chiesa- Mast 1,01.04.2019,07:33:12,07:31:30,-2,358177.09,0.46,0.431,,
104,40801,8,81140800805,420201,Pambio- Paese- Mast 1,01.04.2019,07:35:04,07:34:30,-1,358177.72,0.62,0.625,,
104,40801,8,81140800805,420301,Noranco- Asilo Bagion- Mast 1,01.04.2019,07:37:06,07:36:30,-1,358178.08,0.35,0.39,,
104,40801,8,81140800805,420401,Noranco- Paese- Mast 1,01.04.2019,07:38:52,07:37:30,-1,358178.7,0.62,0.568,M. Porte aperte,10
104,40801,8,81140800805,421201,Scairolo- Posteggio Nucleo- Mast 1,01.04.2019,07:41:28,07:40:30,-1,358179.86,1.08,0.668,M. Porte aperte,10
104,40801,8,81140800805,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:43:28,07:43:30,0,358180.92,1.13,1.31,,
104,40801,8,81140800855,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:47:52,07:45:00,-3,358181,0,0,M. Porte aperte,16
104,40801,8,81140800855,421001,Pazzallo- Senago Bassa- Mast 1,01.04.2019,07:49:14,07:47:00,-2,358181.64,0.64,0.754,,
104,40801,8,81140800855,420601,Pazzallo- Senago- Mast 1,01.04.2019,07:50:00,07:48:00,-2,358182.16,0.41,0.406,,
104,40801,8,81140800855,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,07:50:28,07:48:30,-2,358182.33,0.27,0.17,,
104,40801,8,81140800856,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,07:52:10,07:52:00,0,358182.41,0,0,M. Porte aperte,16
104,40801,8,81140800856,420602,Pazzallo- Senago- Mast 2,01.04.2019,07:52:50,07:52:30,0,358182.61,0.19,0.256,,
104,40801,8,81140800856,421002,Pazzallo- Senago Bassa- Mast 2,01.04.2019,07:53:32,07:53:30,0,358183.07,0.38,0.256,,
104,40801,8,81140800856,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:54:32,07:55:00,0,358183.34,0.34,0.517,,
104,40801,8,81140800807,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,08:02:22,08:00:00,-2,358183.42,0,0,M. Porte aperte,40
104,40801,8,81140800807,420101,Pambio- S. Pietro Chiesa- Mast 1,01.04.2019,08:03:18,08:01:30,-2,358183.87,0.45,0.431,,
104,40801,8,81140800807,420201,Pambio- Paese- Mast 1,01.04.2019,08:05:08,08:04:30,-1,358184.5,0.63,0.625,,
104,40801,8,81140800807,420301,Noranco- Asilo Bagion- Mast 1,01.04.2019,08:06:08,08:06:30,0,358184.88,0.37,0.39,,
104,40801,8,81140800807,420401,Noranco- Paese- Mast 1,01.04.2019,08:07:32,08:07:30,0,358185.56,0.59,0.568,,
104,40801,8,81140800807,421201,Scairolo- Posteggio Nucleo- Mast 1,01.04.2019,08:10:06,08:10:30,0,358186.64,1.06,0.668,,
104,40801,8,81140800807,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,08:12:12,08:13:30,1,358187.71,1.17,1.31,,
104,40801,8,81140800857,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,08:18:40,08:15:00,-4,358187.71,0,0,,
104,40801,8,81140800857,421001,Pazzallo- Senago Bassa- Mast 1,01.04.2019,08:20:54,08:17:00,-4,358188.43,0.71,0.754,,
104,40801,8,81140800857,420601,Pazzallo- Senago- Mast 1,01.04.2019,08:22:16,08:18:00,-4,358188.95,0.41,0.406,,
104,40801,8,81140800857,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,08:22:38,08:18:30,-4,358189.13,0.28,0.17,,
104,40801,8,81140800858,420701,Pazzallo- Scuole Fano- Mast 1,01.04.2019,08:23:20,08:22:00,-1,358189.2,0,0,M. Porte aperte,14
104,40801,8,81140800858,420602,Pazzallo- Senago- Mast 2,01.04.2019,08:23:50,08:22:30,-1,358189.39,0.19,0.256,,
104,40801,8,81140800858,421002,Pazzallo- Senago Bassa- Mast 2,01.04.2019,08:24:36,08:23:30,-1,358189.85,0.42,0.256,M. Porte aperte,10
