VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
324,41701,F,81141700753,28011,TPL Rimessa Rugi' E,03.06.2019,05:59:58,06:00:00,0,28090.1,0,0,M. Porte aperte,110
324,41701,F,81141700701,400105,Lugano- Centro- Mast 5,03.06.2019,06:16:40,06:15:00,-2,28093.36,0,0,M. Porte aperte,456
312,41702,F,81141700755,28011,TPL Rimessa Rugi' E,03.06.2019,06:17:34,06:15:00,-3,615024.28,0,0,,
324,41701,F,81141700701,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,06:17:58,06:17:00,-1,28093.95,0.59,0.347,,
324,41701,F,81141700701,401001,Lugano- Piazza Luini- Mast 1,03.06.2019,06:19:08,06:19:00,0,28094.58,0.63,0.507,M. Porte aperte,8
324,41701,F,81141700701,400701,Paradiso- Debarcadero- Mast 1,03.06.2019,06:22:18,06:22:00,0,28095.29,0.67,0.72,M. Porte aperte,24
324,41701,F,81141700701,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,06:25:10,06:27:00,2,28096.91,1.65,1.66,,
324,41701,F,81141700702,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,06:31:20,06:30:00,-1,28096.96,0,0,M. Porte aperte,302
312,41702,F,81141700703,400105,Lugano- Centro- Mast 5,03.06.2019,06:32:04,06:30:00,-2,615027.37,0,0,M. Porte aperte,426
312,41702,F,81141700703,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,06:33:26,06:32:00,-1,615027.99,0.62,0.347,,
312,41702,F,81141700703,401001,Lugano- Piazza Luini- Mast 1,03.06.2019,06:34:28,06:34:00,0,615028.57,0.57,0.507,,
324,41701,F,81141700702,400706,Paradiso- Debarcadero- Mast 6,03.06.2019,06:34:52,06:35:00,0,28098.55,1.59,1.65,M. Porte aperte,8
312,41702,F,81141700703,400701,Paradiso- Debarcadero- Mast 1,03.06.2019,06:35:54,06:37:00,1,615029.35,0.72,0.72,M. Porte aperte,8
324,41701,F,81141700702,401002,Lugano- Piazza Luini- Mast 2,03.06.2019,06:36:10,06:37:30,1,28099.29,0.74,0.769,,
324,41701,F,81141700702,402402,Lugano- Piazza Manzoni- Mast 2,03.06.2019,06:37:32,06:40:00,2,28099.92,0.63,0.604,M. Porte aperte,14
324,41701,F,81141700702,400105,Lugano- Centro- Mast 5,03.06.2019,06:38:14,06:41:00,3,28100.21,0.29,0.33,,
312,41702,F,81141700703,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,06:38:34,06:42:00,3,615030.99,1.69,1.66,,
312,41702,F,81141700704,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,06:46:04,06:45:00,-1,615031.04,0,0,M. Porte aperte,110
324,41701,F,81141700705,400105,Lugano- Centro- Mast 5,03.06.2019,06:47:04,06:45:00,-2,28100.28,0,0,M. Porte aperte,54
324,41701,F,81141700705,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,06:48:36,06:47:00,-2,28100.86,0.58,0.347,,
312,41702,F,81141700704,400706,Paradiso- Debarcadero- Mast 6,03.06.2019,06:48:46,06:50:00,1,615032.66,1.62,1.65,,
324,41701,F,81141700705,401001,Lugano- Piazza Luini- Mast 1,03.06.2019,06:49:40,06:49:00,-1,28101.42,0.56,0.507,,
312,41702,F,81141700704,401002,Lugano- Piazza Luini- Mast 2,03.06.2019,06:50:20,06:52:30,2,615033.46,0.8,0.769,M. Porte aperte,8
324,41701,F,81141700705,400701,Paradiso- Debarcadero- Mast 1,03.06.2019,06:52:16,06:52:00,0,28102.09,0.66,0.72,,
312,41702,F,81141700704,402402,Lugano- Piazza Manzoni- Mast 2,03.06.2019,06:52:22,06:55:00,3,615034.1,0.6,0.604,M. Porte aperte,10
312,41702,F,81141700704,400105,Lugano- Centro- Mast 5,03.06.2019,06:53:12,06:56:00,3,615034.38,0.31,0.33,,
324,41701,F,81141700705,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,06:55:16,06:57:00,2,28103.82,1.73,1.66,,
324,41701,F,81141700706,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,07:00:56,07:00:00,-1,28103.88,0,0,M. Porte aperte,284
312,41702,F,81141700707,400105,Lugano- Centro- Mast 5,03.06.2019,07:01:28,07:00:00,-1,615034.45,0,0,M. Porte aperte,74
312,41702,F,81141700707,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,07:02:44,07:02:00,-1,615035.06,0.6,0.347,,
312,41702,F,81141700707,401001,Lugano- Piazza Luini- Mast 1,03.06.2019,07:03:32,07:04:00,0,615035.63,0.57,0.507,,
324,41701,F,81141700706,400706,Paradiso- Debarcadero- Mast 6,03.06.2019,07:03:54,07:05:00,1,28105.46,1.58,1.65,,
312,41702,F,81141700707,400701,Paradiso- Debarcadero- Mast 1,03.06.2019,07:04:44,07:07:00,2,615036.39,0.71,0.72,M. Porte aperte,8
324,41701,F,81141700706,401002,Lugano- Piazza Luini- Mast 2,03.06.2019,07:05:16,07:07:30,2,28106.2,0.74,0.769,,
324,41701,F,81141700706,402402,Lugano- Piazza Manzoni- Mast 2,03.06.2019,07:06:48,07:10:00,3,28106.89,0.63,0.604,M. Porte aperte,12
324,41701,F,81141700706,400105,Lugano- Centro- Mast 5,03.06.2019,07:07:24,07:11:00,4,28107.12,0.28,0.33,,
312,41702,F,81141700707,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,07:07:28,07:12:00,5,615038.04,1.69,1.66,,
312,41702,F,81141700708,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,07:16:24,07:15:00,-1,615038.09,0,0,M. Porte aperte,234
324,41701,F,81141700709,400105,Lugano- Centro- Mast 5,03.06.2019,07:17:04,07:15:00,-2,28107.2,0,0,M. Porte aperte,318
324,41701,F,81141700709,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,07:19:04,07:17:00,-2,28107.86,0.66,0.347,M. Porte aperte,10
312,41702,F,81141700708,400706,Paradiso- Debarcadero- Mast 6,03.06.2019,07:19:48,07:20:00,0,615039.72,1.63,1.65,,
324,41701,F,81141700709,401001,Lugano- Piazza Luini- Mast 1,03.06.2019,07:20:08,07:19:00,-1,28108.34,0.48,0.507,,
312,41702,F,81141700708,401002,Lugano- Piazza Luini- Mast 2,03.06.2019,07:21:20,07:22:30,1,615040.52,0.8,0.769,M. Porte aperte,10
324,41701,F,81141700709,400701,Paradiso- Debarcadero- Mast 1,03.06.2019,07:22:22,07:22:00,0,28109.12,0.67,0.72,,
312,41702,F,81141700708,402402,Lugano- Piazza Manzoni- Mast 2,03.06.2019,07:22:48,07:25:00,2,615041.15,0.59,0.604,M. Porte aperte,12
312,41702,F,81141700708,400105,Lugano- Centro- Mast 5,03.06.2019,07:23:38,07:26:00,2,615041.44,0.32,0.33,,
324,41701,F,81141700709,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,07:26:40,07:27:00,0,28110.74,1.72,1.66,,
312,41702,F,81141700711,400105,Lugano- Centro- Mast 5,03.06.2019,07:31:00,07:30:00,-1,615041.5,0,0,M. Porte aperte,378
324,41701,F,81141700710,414601,Pazzallo- P&R Fornaci- Mast 1,03.06.2019,07:31:28,07:30:00,-1,28110.79,0,0,M. Porte aperte,142
312,41702,F,81141700711,402401,Lugano- Piazza Manzoni- Mast 1,03.06.2019,07:32:30,07:32:00,0,615042.09,0.59,0.347,,
