VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
106,40901,9,81140901915,28011,TPL Rimessa Rugi' E,02.09.2019,06:53:34,07:05:00,11,161379.35,0,0,R. Porte aperte,160
106,40901,9,81140901915,423101,Cureggia- Paese- Mast 1,02.09.2019,07:17:56,07:20:00,2,161384.79,5.44,4.669,,
106,40901,9,81140900902,423101,Cureggia- Paese- Mast 1,02.09.2019,07:20:16,07:20:00,0,161384.84,0,0,M. Porte aperte,112
106,40901,9,81140900902,423002,Cureggia- Bassa- Mast 2,02.09.2019,07:21:54,07:21:00,-1,161385.45,0.61,0.586,M. Porte aperte,16
106,40901,9,81140900902,405501,Pregassona- Piazza di Giro- Mast 1,02.09.2019,07:27:46,07:29:00,1,161388.29,2.76,2.654,M. Porte aperte,8
106,40901,9,81140900902,408602,Viganello- S. Siro- Mast 2,02.09.2019,07:29:40,07:31:00,1,161388.98,0.76,1.5,,
106,40901,9,81140901902,408602,Viganello- S. Siro- Mast 2,02.09.2019,07:42:02,07:31:00,-11,161388.98,0,0,,
106,40901,9,81140901902,408602,Viganello- S. Siro- Mast 2,02.09.2019,07:42:02,07:38:00,-4,161388.98,0,1.5,,
106,40901,9,81140900901,408602,Viganello- S. Siro- Mast 2,02.09.2019,07:42:02,07:42:00,0,161389.01,0,,,
106,40901,9,81140900901,423001,Cureggia- Bassa- Mast 1,02.09.2019,07:48:42,07:49:00,0,161392.41,3.32,3.169,,
106,40901,9,81140900901,423101,Cureggia- Paese- Mast 1,02.09.2019,07:50:10,07:50:00,0,161392.9,0.56,0.586,,
106,40901,9,81140900904,423101,Cureggia- Paese- Mast 1,02.09.2019,07:51:18,07:50:00,-1,161392.94,0,0,M. Porte aperte,36
106,40901,9,81140900904,423002,Cureggia- Bassa- Mast 2,02.09.2019,07:52:26,07:51:00,-1,161393.5,0.55,0.586,,
106,40901,9,81140900904,405501,Pregassona- Piazza di Giro- Mast 1,02.09.2019,07:59:54,07:59:00,-1,161396.4,2.87,2.654,M. Porte aperte,14
106,40901,9,81140900904,408602,Viganello- S. Siro- Mast 2,02.09.2019,08:09:58,08:01:00,-9,161398.12,1.75,1.5,,
106,40901,9,81140901904,408602,Viganello- S. Siro- Mast 2,02.09.2019,08:10:04,08:01:00,-9,161398.12,0,0,,
106,40901,9,81140901904,408602,Viganello- S. Siro- Mast 2,02.09.2019,08:10:04,08:08:00,-2,161398.12,0,1.5,,
106,40901,9,81140900903,408602,Viganello- S. Siro- Mast 2,02.09.2019,08:10:04,08:09:00,-1,161398.12,0,0,,
106,40901,9,81140900903,405501,Pregassona- Piazza di Giro- Mast 1,02.09.2019,08:12:12,08:11:00,-1,161398.88,0.75,1.5,M. Porte aperte,26
106,40901,9,81140900903,423001,Cureggia- Bassa- Mast 1,02.09.2019,08:18:28,08:19:00,1,161401.75,2.83,2.654,M. Porte aperte,14
106,40901,9,81140900903,423101,Cureggia- Paese- Mast 1,02.09.2019,08:19:20,08:20:00,1,161402.24,0.52,0.586,,
106,40901,9,81140900906,423101,Cureggia- Paese- Mast 1,02.09.2019,08:20:06,08:20:00,0,161402.29,0,,M. Porte aperte,22
106,40901,9,81140900906,423002,Cureggia- Bassa- Mast 2,02.09.2019,08:21:32,08:21:00,-1,161402.84,0.55,0.586,,
106,40901,9,81140901913,28011,TPL Rimessa Rugi' E,02.09.2019,11:41:32,11:27:00,-15,161409.42,0,,,
