VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
311,41301,S,81141300455,28011,TPL Rimessa Rugi' E,02.09.2019,06:57:52,06:55:30,-2,594270.9,0,0,M. Porte aperte,2
311,41301,S,81141300455,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,06:59:24,07:01:30,2,594272.1,1.19,1.35,,
311,41301,S,81141300402,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:02:00,07:01:30,0,594272.3,0,0,R. Porte aperte,198
311,41301,S,81141300402,405002,Lugano- Resega- Mast 2,02.09.2019,07:03:02,07:03:30,0,594272.52,0.22,0.263,M. Porte aperte,100
311,41301,S,81141300402,404802,Lugano- Gerra- Mast 2,02.09.2019,07:04:34,07:05:00,0,594272.98,0.46,0.421,,
315,41302,S,81141300458,28011,TPL Rimessa Rugi' E,02.09.2019,07:05:02,07:05:30,0,132685.41,0,,,
311,41301,S,81141300402,404702,Lugano- Cimitero- Mast 2,02.09.2019,07:05:24,07:06:00,1,594273.28,0.3,0.304,,
315,41302,S,81141300458,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:07:50,07:11:30,4,132686.39,0.98,1.35,,
311,41301,S,81141300402,402602,Lugano- Via Ginevra- Mast 2,02.09.2019,07:09:32,07:10:00,0,594274.78,1.44,1.41,M. Porte aperte,460
311,41301,S,81141300402,400102,Lugano- Centro- Mast 2,02.09.2019,07:10:24,07:11:30,1,594274.98,0.26,0.313,,
311,41301,S,81141300401,400102,Lugano- Centro- Mast 2,02.09.2019,07:12:42,07:13:00,0,594275.03,0,0,M. Porte aperte,108
315,41302,S,81141300404,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:12:54,07:11:30,-1,132686.59,0,0,M. Porte aperte,204
315,41302,S,81141300404,405002,Lugano- Resega- Mast 2,02.09.2019,07:13:54,07:13:30,0,132686.79,0.2,0.263,,
311,41301,S,81141300401,401302,Lugano- Autosilo- Mast 2,02.09.2019,07:14:24,07:15:00,1,594275.38,0.35,0.382,,
315,41302,S,81141300404,404802,Lugano- Gerra- Mast 2,02.09.2019,07:16:32,07:15:00,-2,132687.26,0.47,0.421,M. Porte aperte,14
311,41301,S,81141300401,404701,Lugano- Cimitero- Mast 1,02.09.2019,07:17:00,07:19:00,2,594276.84,1.45,1.416,,
304,41303,S,81141300462,28011,TPL Rimessa Rugi' E,02.09.2019,07:17:22,07:15:30,-2,635422.1,0,0,,
315,41302,S,81141300404,404702,Lugano- Cimitero- Mast 2,02.09.2019,07:18:02,07:16:00,-2,132687.55,0.28,0.304,M. Porte aperte,18
311,41301,S,81141300401,404801,Lugano- Gerra- Mast 1,02.09.2019,07:18:24,07:20:00,2,594277.2,0.36,0.278,M. Porte aperte,364
304,41303,S,81141300462,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:19:50,07:21:30,2,635423.3,1.2,1.35,,
311,41301,S,81141300401,405001,Lugano- Resega- Mast 1,02.09.2019,07:20:00,07:21:00,1,594277.64,0.37,0.411,,
311,41301,S,81141300401,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:20:26,07:23:00,3,594277.82,0.25,0.443,,
315,41302,S,81141300404,402602,Lugano- Via Ginevra- Mast 2,02.09.2019,07:21:46,07:20:00,-2,132689.01,1.42,1.41,M. Porte aperte,16
304,41303,S,81141300406,412402,Lugano- Pista Ghiaccio- Mast 2,02.09.2019,07:22:04,07:21:30,-1,635423.3,0,0,,
