VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
304,41701,F,81141700753,28011,TPL Rimessa Rugi' E,01.07.2019,06:03:52,06:00:00,-4,624881.12,0,0,,
304,41701,F,81141700753,400105,Lugano- Centro- Mast 5,01.07.2019,06:09:50,06:15:00,5,624884.13,3.01,3.8,,
317,41702,F,81141700755,28011,TPL Rimessa Rugi' E,01.07.2019,06:16:34,06:15:00,-2,123748.46,0,0,M. Porte aperte,888
304,41701,F,81141700701,400105,Lugano- Centro- Mast 5,01.07.2019,06:16:48,06:15:00,-2,624884.13,0,0,,
304,41701,F,81141700701,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,06:18:08,06:17:00,-1,624884.78,0.65,0.347,,
304,41701,F,81141700701,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,06:19:08,06:19:00,0,624885.36,0.57,0.507,,
304,41701,F,81141700701,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,06:20:32,06:22:00,1,624886.13,0.66,0.72,,
304,41701,F,81141700701,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,06:23:34,06:27:00,3,624887.76,1.73,1.66,,
317,41702,F,81141700755,400105,Lugano- Centro- Mast 5,01.07.2019,06:25:40,06:30:00,4,123751.87,3.41,3.8,,
304,41701,F,81141700702,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,06:32:12,06:30:00,-2,624887.76,0,0,,
317,41702,F,81141700703,400105,Lugano- Centro- Mast 5,01.07.2019,06:33:54,06:30:00,-4,123751.93,0,0,M. Porte aperte,344
304,41701,F,81141700702,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,06:34:52,06:35:00,0,624889.43,1.66,1.65,,
317,41702,F,81141700703,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,06:35:20,06:32:00,-3,123752.56,0.62,0.347,,
304,41701,F,81141700702,401002,Lugano- Piazza Luini- Mast 2,01.07.2019,06:36:14,06:37:30,1,624890.2,0.76,0.769,,
317,41702,F,81141700703,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,06:36:34,06:34:00,-3,123753.13,0.57,0.507,,
304,41701,F,81141700702,402402,Lugano- Piazza Manzoni- Mast 2,01.07.2019,06:37:38,06:40:00,2,624890.87,0.6,0.604,,
317,41702,F,81141700703,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,06:37:42,06:37:00,-1,123753.88,0.66,0.72,,
304,41701,F,81141700702,400105,Lugano- Centro- Mast 5,01.07.2019,06:38:24,06:41:00,3,624891.15,0.34,0.33,,
317,41702,F,81141700703,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,06:41:36,06:42:00,0,123755.51,1.71,1.66,,
317,41702,F,81141700704,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,06:46:50,06:45:00,-2,123755.56,0,0,M. Porte aperte,254
304,41701,F,81141700705,400105,Lugano- Centro- Mast 5,01.07.2019,06:47:10,06:45:00,-2,624891.15,0,0,,
304,41701,F,81141700705,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,06:48:44,06:47:00,-2,624891.82,0.66,0.347,,
317,41702,F,81141700704,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,06:49:36,06:50:00,0,123757.17,1.6,1.65,,
304,41701,F,81141700705,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,06:49:52,06:49:00,-1,624892.39,0.57,0.507,,
304,41701,F,81141700705,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,06:51:02,06:52:00,1,624893.16,0.67,0.72,,
317,41702,F,81141700704,401002,Lugano- Piazza Luini- Mast 2,01.07.2019,06:51:04,06:52:30,1,123757.92,0.75,0.769,,
317,41702,F,81141700704,402402,Lugano- Piazza Manzoni- Mast 2,01.07.2019,06:52:40,06:55:00,2,123758.57,0.62,0.604,M. Porte aperte,14
317,41702,F,81141700704,400105,Lugano- Centro- Mast 5,01.07.2019,06:53:36,06:56:00,2,123758.85,0.31,0.33,,
304,41701,F,81141700705,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,06:54:36,06:57:00,2,624894.8,1.72,1.66,,
317,41702,F,81141700707,400105,Lugano- Centro- Mast 5,01.07.2019,07:02:06,07:00:00,-2,123758.9,0,0,M. Porte aperte,408
304,41701,F,81141700706,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:02:30,07:00:00,-3,624894.8,0,0,,
317,41702,F,81141700707,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,07:03:56,07:02:00,-2,123759.5,0.59,0.347,,
317,41702,F,81141700707,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,07:05:06,07:04:00,-1,123760.08,0.58,0.507,,
304,41701,F,81141700706,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,07:05:46,07:05:00,-1,624896.48,1.67,1.65,,
317,41702,F,81141700707,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,07:06:18,07:07:00,1,123760.83,0.66,0.72,,
304,41701,F,81141700706,401002,Lugano- Piazza Luini- Mast 2,01.07.2019,07:07:06,07:07:30,0,624897.22,0.74,0.769,,
304,41701,F,81141700706,402402,Lugano- Piazza Manzoni- Mast 2,01.07.2019,07:08:34,07:10:00,1,624897.9,0.62,0.604,,
304,41701,F,81141700706,400105,Lugano- Centro- Mast 5,01.07.2019,07:09:18,07:11:00,2,624898.18,0.34,0.33,,
317,41702,F,81141700707,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:09:28,07:12:00,3,123762.46,1.72,1.66,,
317,41702,F,81141700708,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:15:48,07:15:00,-1,123762.51,0,0,M. Porte aperte,302
304,41701,F,81141700709,400105,Lugano- Centro- Mast 5,01.07.2019,07:17:04,07:15:00,-2,624898.18,0,0,,
304,41701,F,81141700709,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,07:18:52,07:17:00,-2,624898.85,0.66,0.347,,
317,41702,F,81141700708,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,07:19:08,07:20:00,1,123764.12,1.6,1.65,,
304,41701,F,81141700709,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,07:20:00,07:19:00,-1,624899.43,0.58,0.507,,
317,41702,F,81141700708,401002,Lugano- Piazza Luini- Mast 2,01.07.2019,07:20:56,07:22:30,2,123764.9,0.78,0.769,M. Porte aperte,10
304,41701,F,81141700709,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,07:21:28,07:22:00,1,624900.2,0.67,0.72,,
317,41702,F,81141700708,402402,Lugano- Piazza Manzoni- Mast 2,01.07.2019,07:22:30,07:25:00,3,123765.52,0.59,0.604,M. Porte aperte,14
317,41702,F,81141700708,400105,Lugano- Centro- Mast 5,01.07.2019,07:23:24,07:26:00,3,123765.8,0.31,0.33,,
304,41701,F,81141700709,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:25:50,07:27:00,1,624901.83,1.72,1.66,,
317,41702,F,81141700711,400105,Lugano- Centro- Mast 5,01.07.2019,07:30:28,07:30:00,0,123765.86,0,0,M. Porte aperte,328
304,41701,F,81141700710,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:31:52,07:30:00,-2,624901.83,0,0,,
317,41702,F,81141700711,402401,Lugano- Piazza Manzoni- Mast 1,01.07.2019,07:31:58,07:32:00,0,123766.45,0.58,0.347,,
317,41702,F,81141700711,401001,Lugano- Piazza Luini- Mast 1,01.07.2019,07:33:26,07:34:00,1,123767.01,0.56,0.507,,
317,41702,F,81141700711,400701,Paradiso- Debarcadero- Mast 1,01.07.2019,07:34:40,07:37:00,2,123767.79,0.68,0.72,,
304,41701,F,81141700710,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,07:35:22,07:35:00,0,624903.5,1.66,1.65,,
304,41701,F,81141700710,401002,Lugano- Piazza Luini- Mast 2,01.07.2019,07:36:42,07:37:30,1,624904.26,0.75,0.769,,
317,41702,F,81141700711,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:37:58,07:42:00,4,123769.41,1.72,1.66,,
304,41701,F,81141700710,402402,Lugano- Piazza Manzoni- Mast 2,01.07.2019,07:38:44,07:40:00,1,624904.92,0.61,0.604,,
304,41701,F,81141700710,400105,Lugano- Centro- Mast 5,01.07.2019,07:39:32,07:41:00,1,624905.22,0.34,0.33,,
317,41702,F,81141700712,414601,Pazzallo- P&R Fornaci- Mast 1,01.07.2019,07:46:28,07:45:00,-1,123769.48,0,0,M. Porte aperte,432
304,41701,F,81141700713,400105,Lugano- Centro- Mast 5,01.07.2019,07:47:20,07:45:00,-2,624905.22,0,0,,
317,41702,F,81141700712,400706,Paradiso- Debarcadero- Mast 6,01.07.2019,07:49:20,07:50:00,1,123771.06,1.58,1.65,M. Porte aperte,8
