VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
308,41701,F,81141700753,400105,Lugano- Centro- Mast 5,01.02.2019,06:12:24,06:15:00,3,588195.18,0,3.8,,
324,41702,F,81141700755,28011,TPL Rimessa Rugi' E,01.02.2019,06:13:18,06:15:00,2,9984.06,0,0,,
308,41701,F,81141700701,400105,Lugano- Centro- Mast 5,01.02.2019,06:18:12,06:15:00,-3,588195.18,0,0,M. Porte aperte,48
308,41701,F,81141700701,402401,Lugano- Piazza Manzoni- Mast 1,01.02.2019,06:20:30,06:17:00,-4,588195.81,0.63,0.347,,
308,41701,F,81141700701,401001,Lugano- Piazza Luini- Mast 1,01.02.2019,06:21:42,06:19:00,-3,588196.41,0.59,0.507,,
308,41701,F,81141700701,400701,Paradiso- Debarcadero- Mast 1,01.02.2019,06:23:26,06:22:00,-1,588197.19,0.74,0.72,M. Porte aperte,20
308,41701,F,81141700701,414601,Pazzallo- P&R Fornaci- Mast 1,01.02.2019,06:26:22,06:27:00,1,588198.85,1.7,1.66,,
324,41702,F,81141700703,400105,Lugano- Centro- Mast 5,01.02.2019,06:30:40,06:30:00,-1,9987.45,0,0,M. Porte aperte,124
324,41702,F,81141700703,402401,Lugano- Piazza Manzoni- Mast 1,01.02.2019,06:32:08,06:32:00,0,9988.02,0.56,0.347,,
324,41702,F,81141700703,401001,Lugano- Piazza Luini- Mast 1,01.02.2019,06:33:10,06:34:00,1,9988.59,0.57,0.507,,
308,41701,F,81141700702,414601,Pazzallo- P&R Fornaci- Mast 1,01.02.2019,06:33:44,06:30:00,-4,588198.9,0,0,M. Porte aperte,64
324,41702,F,81141700703,400701,Paradiso- Debarcadero- Mast 1,01.02.2019,06:34:42,06:37:00,2,9989.31,0.72,0.72,M. Porte aperte,10
308,41701,F,81141700702,400706,Paradiso- Debarcadero- Mast 6,01.02.2019,06:36:20,06:35:00,-1,588200.55,1.65,1.65,,
308,41701,F,81141700702,401002,Lugano- Piazza Luini- Mast 2,01.02.2019,06:38:10,06:37:30,-1,588201.38,0.83,0.769,M. Porte aperte,14
324,41702,F,81141700703,414601,Pazzallo- P&R Fornaci- Mast 1,01.02.2019,06:38:30,06:42:00,4,9990.96,1.65,1.66,,
308,41701,F,81141700702,402402,Lugano- Piazza Manzoni- Mast 2,01.02.2019,06:39:48,06:40:00,0,588202.03,0.59,0.604,,
