VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
103,41001,10,81141002542,28011,TPL Rimessa Rugi' E,01.07.2019,06:52:34,06:41:00,-12,478344.07,0,0,,
103,41001,10,81141000501,426002,Albonago  Via Ruscello  Mast 2,01.07.2019,07:03:00,07:02:00,-1,478348.43,4.35,0.275,,
103,41001,10,81141000501,425902,Albonago  Gradinata  Mast 2,01.07.2019,07:03:24,07:02:30,-1,478348.69,0.25,0.19,,
103,41001,10,81141000501,425802,Suvigliana  Funicolare  Mast 2,01.07.2019,07:03:46,07:03:30,0,478348.92,0.22,0.264,,
103,41001,10,81141000501,425702,Ruvigliana  Parco S. Michele  Mast 2,01.07.2019,07:04:12,07:04:00,0,478349.17,0.25,0.26,,
103,41001,10,81141000501,409202,Ruvigliana  ex Clinica  Mast 2,01.07.2019,07:04:34,07:04:30,0,478349.38,0.2,0.177,,
103,41001,10,81141000501,409102,Castagnola  S. Giorgio  Mast 2,01.07.2019,07:05:26,07:05:00,0,478349.71,0.33,0.395,,
103,41001,10,81141000501,409002,Castagnola  Valle'e  Mast 2,01.07.2019,07:05:56,07:05:30,0,478349.95,0.24,0.214,,
103,41001,10,81141000504,408901,Castagnola- S. Michele- Mast 1,01.07.2019,07:13:04,07:12:30,-1,478350.77,0,0.273,,
103,41001,10,81141000501,408902,Castagnola  S. Michele  Mast 2,01.07.2019,07:13:06,07:06:30,-7,478350.87,0.8,0.288,,
103,41001,10,81141000504,409001,Castagnola- Valle'e- Mast 1,01.07.2019,07:13:36,07:13:00,-1,478351.03,0.26,0.276,,
103,41001,10,81141000504,409101,Castagnola- S. Giorgio- Mast 1,01.07.2019,07:14:14,07:13:30,-1,478351.31,0.28,0.26,,
103,41001,10,81141000504,425701,Ruvigliana- Parco S. Michele- Mast 1,01.07.2019,07:15:18,07:14:30,-1,478351.84,0.52,0.234,,
103,41001,10,81141000504,425801,Suvigliana- Funicolare- Mast 1,01.07.2019,07:16:02,07:15:00,-1,478352.12,0.28,0.235,M. Porte aperte,10
